samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,avg_cascade_size,active_diff,cascade_bias,gamma,replicate
20.0,10.3824,4.4468,5.9356,23.6052,7.7195,15.8857,2.2849626046885922,9.5466,0.41928846027575223,-0.4000000000000635,73.0
20.0,10.503,4.7321,5.7709,24.2343,9.0453,15.189,2.326898413546808,7.7601,0.3223863370138082,-0.4000000000000635,74.0
20.0,10.1663,4.965,5.2013,24.4832,11.5667,12.9165,2.437985180586718,6.2962,0.2658358069988504,-0.4000000000000635,75.0
20.0,10.447,4.4592,5.9878,25.7451,9.6765,16.0686,2.4957394081292006,8.3021,0.33447219807947454,-0.4000000000000635,76.0
20.0,10.1222,5.0901,5.0321,24.6485,11.551,13.0975,2.475402432638324,6.4567,0.2637248069448036,-0.4000000000000635,77.0
20.0,10.6508,5.3377,5.3131,27.5736,15.9407,11.6329,2.6477074745461713,7.2184,0.2724060545649882,-0.4000000000000635,78.0
20.0,10.5967,4.9061,5.6906,24.083,10.4726,13.6104,2.2823124983213483,6.71,0.28254072048315276,-0.4000000000000635,79.0
20.0,9.5004,4.213,5.2874,15.7997,6.4788,9.3209,1.6608516026056634,5.8829,0.37693396892880693,-0.4000000000000635,80.0
20.0,9.7753,5.2125,4.5628,18.8825,11.156,7.7265,1.940013657839692,6.1081,0.33377322840470003,-0.4000000000000635,81.0
20.0,10.0451,5.9743,4.0708,22.1248,13.0167,9.1081,2.2102597011590417,7.1942,0.31825453075673593,-0.4000000000000635,82.0
20.0,9.5585,4.3689,5.1896,18.8722,8.6466,10.2256,1.9695505032407739,6.1048,0.3358634772788697,-0.4000000000000635,83.0
20.0,10.3476,5.6053,4.7423,22.8039,13.8739,8.93,2.1600072315824845,8.5531,0.38980873042961495,-0.4000000000000635,84.0
20.0,10.4354,5.2114,5.224,23.9167,12.913,11.0037,2.3316512642838965,6.2791,0.26994365159268524,-0.4000000000000635,85.0
20.0,10.0362,5.0725,4.9637,23.644,11.9183,11.7257,2.349014908969662,6.6976,0.2977377906028263,-0.4000000000000635,86.0
20.0,9.6837,5.0504,4.6333,20.2567,10.6927,9.564,2.1287287635314556,5.7821,0.2876933094764165,-0.4000000000000635,87.0
20.0,9.452,4.0913,5.3607,18.5653,5.9393,12.626,1.979886805902661,7.9261,0.42921191746116844,-0.4000000000000635,88.0
20.0,10.4418,5.5304,4.9114,24.5927,12.8468,11.7459,2.378846903928227,7.0127,0.2911105186166394,-0.4000000000000635,89.0
20.0,10.4958,5.4878,5.008,23.1669,13.6636,9.5033,2.218350382357154,6.8443,0.30895944486867505,-0.4000000000000635,90.0
20.0,9.091,5.0604,4.0306,13.2181,7.8863,5.3318,1.4239600529699707,5.5785,0.43403675299565525,-0.4000000000000635,91.0
20.0,9.8563,5.2153,4.641,19.0935,8.8751,10.2184,1.9325352573293904,5.9367,0.32348616576038763,-0.4000000000000635,92.0
20.0,9.8629,5.28,4.5829,25.6156,13.5748,12.0408,2.6657345113220066,6.0206,0.23985223886295684,-0.4000000000000635,93.0
